33613.158800 86118.306100
33100.954000 85529.675300
31571.835200 85250.489300
32070.429900 85687.725700
33290.392600 87198.053000
33356.221700 86806.933300
32105.423800 86276.354700
32609.020600 86311.082800
33883.988500 86644.713500
32121.536600 87906.122700
32876.516500 87742.510500
34022.319400 86045.528500
31126.292500 85072.429400
31277.947300 86125.779600
34267.593700 86208.866900
33638.994100 86965.273400
33707.052700 87241.946200
32944.012000 85953.853200
34178.984000 85512.181800
33129.568100 88151.416600
31936.815600 87053.318000
30702.967500 88078.888600
32490.969000 87660.840700
32480.971400 85562.172700
34694.258700 88110.318200
33114.563000 86879.156200
33348.722000 86238.585900
33579.270400 86637.487000
34026.208200 86326.092300
33737.886000 87252.502400
34071.208100 85921.359000
32052.925600 87570.834200
31886.264400 86115.790600
31385.722800 86383.012300
31759.048100 85889.114900
34230.649600 85638.018900
31221.006600 87121.362200
34830.364300 87485.302300
31968.206400 88146.682200
31141.569300 85151.319600
31175.733100 85360.210800
34992.029200 86846.947100
33801.494500 87116.945900
33905.102700 86962.500600
33882.043300 86524.709500
32239.590700 85657.727400
31511.834500 85545.215600
34620.919800 86165.537400
34802.866100 86971.674100
31023.792100 87493.870800
34360.653700 87995.036600
32434.024900 86654.701900
33343.170500 85478.008500
31621.548000 86701.360600
31189.344400 85286.043700
33521.771700 86778.045000
31837.930000 86948.870800
30929.905200 88027.220900
31279.613900 86325.508500
33755.659900 87001.665000
34895.640800 87571.414500
34262.317900 86612.771200
34163.708200 86659.716900
31163.787200 85635.489300
34189.266000 86916.948300
31417.672200 85227.432400
34058.709300 85808.022900
33776.775000 87301.115300
31815.158500 85843.003400
32299.585200 86196.353700
33361.223900 85715.793100
31467.949400 85118.818900
33716.218100 87158.611500
30424.919400 87879.436600
31192.120800 85420.766800
34738.701000 87891.145700
31659.604200 88234.733800
31971.263100 87861.396800
31341.556800 86130.780800
31261.005100 85889.938200
34952.858400 85708.304100
30882.962800 87773.047400
33558.717300 86973.605700
30403.516000 88248.522000
34556.481800 86967.507900
33894.549600 87700.018800
31519.056500 85586.049300
31733.488800 87204.708300
33194.567200 88198.086000
33931.216200 88020.307500
31256.283100 86584.681200
32125.977300 86656.088500
30603.803300 87852.492300
33647.611000 87931.410900
